Claimant ZIP,Employer ZIP,Case,Filed,Status,Employer,Amount Demanded,Amount Resolved,Closed,Industry
60540,60525,15-A01047,2015-11-20,Dismissed,LAGRANGE FIRE DEPARTMENT,,,2016-04-27,Service
98499,60467,15-A01048,2015-06-05,Dismissed,,,,2016-02-02,
60659,60645,15-A01049,2015-10-28,Fully Paid,JK KABAB HOUSE,1066,,2016-08-18,"Food, Beverage & Tobacco"
60435,60432,15-A01051,2015-12-28,Fully Paid,VELASQUEZ MUFFLERS & BRAKES,10582.38,,2017-02-09,Automotive
62888,62884,15-A01053,2015-10-01,Dismissed,"DORRIS TRUCKING, INC",,,2016-03-04,Transportation
63118,62269,15-A01054,2015-12-21,Dismissed,EVOLVE IMAGING,,,2016-12-27,Consumer Products
60538,60706,15-A01055,2016-02-16,Dismissed,"Bye Bye Bad Guy, Inc.",,,2016-02-26,
60609,6,15-A01056,2015-11-16,Dismissed,Formento's Italian Restaurant,,,2016-06-28,Restaurant
60181,60042,16-A00001,2016-01-08,Dismissed,G & W TECHNICAL CORP.,,,2016-03-10,
60649,60601,16-A00002,2016-01-07,Dismissed,ABM PARKING SERVICES,,,2016-03-02,
38116,62221,16-A00003,2016-01-07,Dismissed,SAFE LOCK STORAGE,,,2016-03-04,
,30022,16-A00004,2016-01-11,Closed,MARKETSOURCE,,,2016-05-24,
60615,60607,16-A00005,2016-01-11,Dismissed,BUFFALO WILD WINGS BAR AND GRILL,,,2016-03-17,
60426,60445,16-A00006,2016-01-20,Dismissed,DUNKIN DONUTS,,,2016-03-17,
60419,60607,16-A00007,2016-01-22,Dismissed,WOMEN'S TREATMENT CENTER,,,2016-03-17,
60638,60638,16-A00009,2016-01-26,Dismissed,PEACHES BOUTIQUE,,,2016-03-09,
60632,60602,16-A00010,2016-01-25,Dismissed,ATWOOD RESTAURANT,,,2016-04-13,Restaurant
60139,60148,16-A00011,2016-02-03,Dismissed,"AFCO Services, Inc. dba: KFC - A & W",,,2016-04-06,Fast Food
60050,60014,16-A00012,2016-01-13,Dismissed,SUNRISE SENIOR LIVING ,,,2016-03-10,
60506,60606,16-A00013,2016-02-06,Dismissed,PLS CHICAGO PERSONNEL,,,2016-04-28,
60649,60411,16-A00014,2016-02-04,Dismissed,POPEYES LOUISIANA KITCHEN,,,2016-03-04,
61111,61108,16-A00015,2016-01-29,Dismissed,GUSTAFSON'S FURNITURE,,,2016-03-04,
60624,60608,16-A00017,2015-11-09,Dismissed,THE CAJUN CONNOISSEUR,,,2016-02-11,Restaurant
60649,,16-A00018,2015-11-04,Dismissed,MS. ALEXANDER,,,2016-02-26,
60030,60031,16-A00019,2015-10-28,Dismissed,SHMEKER CONSTRUCTION,,,2016-02-26,Construction/Landscaping
60050,60002,16-A00020,2015-10-01,Dismissed,THIRSTY TURTLE BREW AND VIEW PUB,,,2016-02-26,"Food, Beverage & Tobacco"
60148,60148,16-A00021,2015-10-08,Dismissed,WESTERN GOLF SHOP / GOLFER'S EDGE,,,2016-02-26,Retail & Wholesale
60623,60642,16-A00022,2015-11-06,Dismissed,"ELSTON MATERIALS, LLC",,,2016-02-26,Manufacturing
60108,,16-A00023,2015-11-02,Dismissed,MAXIMUM UNDERGROUND,,,2016-02-11,Transportation
60050,60002,16-A00024,2015-10-02,Dismissed,THIRSTY TURTLE BREW AND VIEW PUB,,,2016-02-26,"Food, Beverage & Tobacco"
60402,,16-A00025,2015-08-13,Dismissed,LAKESHORE EXHIBIT SERVICE,,,2016-02-26,Service
60563,60430,16-A00026,2015-12-17,Dismissed,TOYS R US HOUSEKEEPING,,,2016-02-26,Cleaning Services - Home & Office
60142,60523,16-A00027,2015-11-16,Dismissed,"GUARDSMARK, LLC",,,2016-02-26,Security Company
60636,,16-A00028,2015-12-03,Dismissed,CORNER BAKERY CAFE,,,2016-02-26,Fast Food
60639,60056,16-A00029,2015-12-21,Dismissed,EVOLUTION HOME STAGING PHOENIX RISING,,,2016-02-26,Service
60074,60606,16-A00030,2015-12-30,Dismissed,UNITED AIRLINES,,,2016-02-26,Transportation
60612,,16-A00031,2015-12-31,Dismissed,UNITED PARCEL SERVICE,,,2016-02-26,Cargo Handling
52807,61241,16-A00032,2015-12-28,Dismissed,"TENNANT TRUCK LINES, INC.",,,2016-02-26,Transportation
60630,60601,16-A00033,2015-12-23,Dismissed,STANDARD PARKING PLUS CORPORATION,,,2016-02-26,Transportation
60645,60659,16-A00034,2015-11-24,Dismissed,REHABILITATION & PAIN MANAGEMENT,,,2016-02-26,Health Care
60634,60068,16-A00035,2015-12-17,Dismissed,"American Janitorial Service Holdings LLC/Ace Services, Inc.",,,2016-06-13,Cleaning Services - Home & Office
60002,60069,16-A00036,2015-11-04,Fully Paid,LIBERTY MACHINERY COMPANY,3188.73,,2016-07-27,Retail & Wholesale
60169,60194,16-A00037,2015-12-10,Dismissed,KOREANA KOREON BBQ RESTAURANT,,,2017-01-25,Restaurant
60139,60173,16-A00038,2015-12-18,Dismissed,GREEK VILLAGE TAVERN,,,2017-02-07,Restaurant
60804,60191,16-A00040,2015-12-10,Dismissed,JULIANOS TRUCK SERVICE,,,2017-02-14,Automotive
60046,60013,16-A00042,2015-11-19,Dismissed,FLORINE ENTERPRISES/RON'S TIDY TANK SEPTIC SERVICE,,,2016-03-29,Service
60632,60609,16-A00044,2015-11-25,Dismissed,LA CANICA,,,2016-06-17,Restaurant
60076,60016,16-A00045,2015-12-21,Dismissed,"LUXURY AUTO SALON, LLC",822.3,,2017-02-01,Car Wash
60142,60455,16-A00046,2015-12-21,Dismissed,ALPHA BUILDING MAINTENANCE SERVICE INC.,0,,2016-09-16,Cleaning Services - Home & Office
62226,63033,16-A00047,2015-12-31,Dismissed,OPAL'S HOUSE NFP INC,,,2017-01-09,Non-Profit
60805,60478,16-A00048,2016-02-24,Closed,BR STEAK BARAND STEAKHOUSE FORMERLY PRO'S SPORTS BAR AND GRILL,,,2016-05-12,
61571,61701,16-A00049,2016-02-24,Dismissed,ARAMARK CORRECTIONAL SERVICES/ MCLEAN COUNTY JAIL,,,2016-04-13,"Food, Beverage & Tobacco"
60618,60640,16-A00050,2016-02-24,Dismissed,FAMILY DOLLAR,,,2016-03-10,
60619,60649,16-A00051,2016-02-24,Dismissed,CITY OF CHICAGO DEPT OF WATER MGMT,,,2016-02-24,
60006,60173,16-A00052,2016-02-24,Dismissed,RED LOBSTER,,,2017-03-24,
62530,62703,16-A00054,2016-02-23,Dismissed,FITCLUB,,,2016-03-17,
62217,62278,16-A00055,2016-02-29,Dismissed,THE MATERIAL WORKS LTD. ,,,2016-03-17,
60142,60523-1945,16-A00056,2016-02-29,Dismissed,GUARDSMARK LLC,,,2016-04-13,
62960,62959,16-A00057,2016-03-01,Dismissed,READY MIX SOLUTIONS LLC,,,2016-04-13,
IL,60073,16-A00058,2016-01-21,Fully Paid,"31st Night Productions, LLC",250.75,,2016-09-26,Entertainment & Leisure
53142,60048,16-A00060,2016-01-22,Dismissed,"Bruce Auiler, Inc. (dba: Superior/Trevco)",,,2016-05-11,Construction/Landscaping
60108,60517,16-A00061,2016-01-25,Dismissed,National Title Solutions,,,2017-03-21,Real Estate
60644,60639,16-A00062,2016-01-25,Dismissed,"Midwest Investors Group, Inc. (dba: Metro Staffing, Inc.)",,,2016-10-13,Day and Temporary Labor/Staffing
60016,60089,16-A00063,2016-01-21,Dismissed,"C&W Facility Services, Inc. (dba: DTZ, A UGL Company)",,,2017-02-07,Cleaning Services - Home & Office
61201,61265,16-A00065,2016-01-06,Dismissed,China Cafe,,,2017-01-09,Fast Food
60025,60062,16-A00066,2016-01-04,Dismissed,North Shore Companions/Home Instead Senior Care 344,,,2016-08-11,Health Care
60133,43041,16-A00067,2016-01-11,Dismissed,EG Systems Inc. (dba: ScottsMiracle-Gro Lawn Service),,,2016-03-25,Construction/Landscaping
60002,60030,16-A00068,2016-01-11,Fully Paid,Consolidated Services Inc. of Illinois,445,,2016-09-26,Construction/Landscaping
60632,60561,16-A00069,2016-01-13,Dismissed,"Lyons T. Service (dba: Lyons Tree Service, Inc.)",,,2017-03-14,Construction/Landscaping
60181,60181,16-A00072,2016-01-15,Dismissed,"123, Inc. (dba: LaTosca Villa Park)",,,2017-02-10,Restaurant
60124,60156,16-A00073,2016-01-19,Dismissed,Marie Charles Salon and Spa Inc.,,,2016-05-11,Service
60544,60451,16-A00074,2016-01-20,Dismissed,Arlen-Jacob Manufacturing Co.,,,2016-12-23,Manufacturing
60804,60602,16-A00075,2016-01-20,Dismissed,"Law Offices of Michael J. Robbins, LLC (dba: North Legal Services)",,,2016-04-14,Legal
60177,60123,16-A00076,2016-01-25,Fully Paid,Acucare Total Health Corporation,1649.5,,2016-09-14,Health Care
60435,60527,16-A00077,2016-01-27,Dismissed,Tower Communications Expert LLC,,,2016-03-17,Telecommunications
60120,60090,16-A00078,2016-01-27,Dismissed,"Victoria Industries, Inc. (dba: Loverde Construction Company, Inc.)",,,2016-09-29,Construction/Landscaping
60805,60478,16-A00079,2016-01-28,Dismissed,Pro's Sports Bar and Grill/BR Steak Bar and Steakhouse,,,2017-01-18,Restaurant
60634,60106,16-A00080,2016-01-28,Dismissed,"Turbo Express, Inc.",,,2016-03-11,Transportation
60154,60585,16-A00081,2016-01-19,Dismissed,"3 Sixty, LLC (dba: Anytime Fitness-Aurora)",,,2016-03-08,Entertainment & Leisure
60629,60629,16-A00082,2016-01-22,Dismissed,"Super Sales, Inc. (dba: L M B Food Mart, Inc.)",,,2016-03-08,Grocery
61104,61102,16-A00083,2016-01-22,Dismissed,"Office Systems Installation, Inc.",,,,Service
61571,61820,16-A00085,2016-01-22,Dismissed,"Rare Management, LLC (dba: Fat Sandwich Company)",,,2016-03-08,Fast Food
60047,60638,16-A00086,2016-01-25,Dismissed,"Cross Training Playground, LLC",,,2016-03-08,Entertainment & Leisure
60641,60047,16-A00088,2016-01-27,Dismissed,Anna's Maids_Anna's Cleaning Service,,,2016-03-08,Cleaning Services - Home & Office
60641,60634,16-A00089,2016-01-27,Dismissed,Maria B. Maviewicz (dba: Maria's Cleaning Service),,,2016-03-08,Cleaning Services - Home & Office
60641,60446,16-A00090,2016-01-27,Dismissed,Supermaid Cleaning Service (dba: Supermaid),,,2016-03-08,Cleaning Services - Home & Office
61104,62002,16-A00091,2016-01-27,Dismissed,"Nature's Second Chance Hauling, Inc.",,,2016-03-08,Transportation
80526,80525,16-A00093,2016-02-29,Dismissed,McDonald's,,,2016-03-08,Fast Food
61201,60601,16-A00094,2016-03-02,Dismissed,DIZA HOSPITALITY,,,2016-04-13,Restaurant
61010,60015,16-A00095,2016-03-02,Dismissed,Mondelez International ,,,2016-04-27,
60110,60130,16-A00096,2016-03-02,Dismissed,Body Builders Discount Outlet Inc. ,,,,Service
60415,60453,16-A00097,2016-03-08,Dismissed,Penny's Place Blackhawk Restaurant Group LLC ,,,2016-04-07,
,60608,16-A00098,2016-03-02,Fully Paid,Civic Staffing L3C,,,2016-05-27,Day and Temporary Labor/Staffing
,94588,16-A00099,2016-03-02,Fully Paid,"DHR Staffing Solutions, Inc.",,,,Day and Temporary Labor/Staffing
,60440,16-A00113,2016-03-02,Dismissed,"SF Group, Inc.",,,2016-03-16,Day and Temporary Labor/Staffing
,60423,16-A00114,2016-03-02,Fully Paid,"All Staffing Services, LLC",,,2016-03-16,Day and Temporary Labor/Staffing
,60062,16-A00120,2016-03-02,Fully Paid,Ron's Temporary Help Service,,,,Day and Temporary Labor/Staffing
,60007,16-A00121,2016-03-02,Fully Paid,"Us Staffing, Inc.",,,2016-03-30,Day and Temporary Labor/Staffing
,60123,16-A00122,2016-03-02,Dismissed,"Staff On Site Metro, Inc.",,,2016-03-18,Day and Temporary Labor/Staffing
,60654,16-A00123,2016-03-02,Fully Paid,"JK Staffing Solutions, Inc.",,,,Day and Temporary Labor/Staffing
,60618,16-A00124,2016-03-02,Fully Paid,Industrial Personnel Ltd.,,,,Day and Temporary Labor/Staffing
,60630,16-A00125,2016-03-02,Dismissed,Helping Hands Staffing,,,2016-03-11,Day and Temporary Labor/Staffing
60419,60411,16-A00126,2016-03-11,Dismissed,SET ENTERPRISE INC.,,,2016-04-20,
60415,60453,16-A00127,2016-03-11,Dismissed,PENNY'S PLACE BLACKHAWK RESTUARANT GROUP LLC,,,2016-10-05,Restaurant
60115,60117,16-A00128,2016-03-11,Dismissed,ROSEWOOD CARE CENTER,,,2016-04-13,
85076,60804,16-A00129,2016-03-23,Dismissed,"KLM TRANS, INC./VBS TRUCKING",,,2016-03-23,Transportation
60634,60076,16-A00130,2016-03-23,Dismissed,"Everlights, Inc.",,,2016-03-23,
60804,60804,16-A00131,2016-03-23,Dismissed,Brite Logistics,,,2016-03-23,Transportation
,60462,16-A00132,2016-03-23,Dismissed,Oral & Maxillofacial Surgery of Chicago,,,2016-03-23,
60441,60565,16-A00133,2016-03-23,Dismissed,"L.A. Nayder Enterprises, Inc.",,,2016-03-23,
60527,60804,16-A00134,2016-03-23,Dismissed,"Brite Logistics, Inc.",,,2016-03-23,
60068,60126,16-A00135,2016-03-23,Dismissed,"General Truck Sales, Inc.",,,2016-03-23,Transportation
60586,60650,16-A00136,2016-03-24,Dismissed,Midpointe Apartments,,,2016-03-24,Lodging/Hospitality
60622,60612,16-A00137,2016-03-24,Dismissed,Rush University Medical Center,,,2016-03-24,Health Care
53128,60090-3030,16-A00138,2016-03-24,Dismissed,Snow Systems,,,2016-03-24,
,60014,16-A00139,2016-03-24,Dismissed,Amidei Nursing Registry,,,2016-03-24,
61005,60455,16-A00140,2016-03-24,Dismissed,VCNA Prairie Material,,,2016-03-24,
60513,60513,16-A00141,2016-03-24,Dismissed,US Cellular,,,2016-03-24,Telecommunications
60614,60651,16-A00142,2016-03-24,Dismissed,J.J. Fish,,,2016-03-24,Restaurant
54935,60527,16-A00143,2016-03-28,Dismissed,Luciano's Woodfire Bistro,,,2016-06-17,Restaurant
60546,60546,16-A00144,2016-03-28,Fully Paid,"Sliccily Pizza Pub, Inc.",,,2016-07-07,Restaurant
60649,92618,16-A00145,2016-03-28,Dismissed,"Speedy Title & Appraisal Review Services, LLC",,,,Financial Services
62858,62858,16-A00146,2016-03-28,Fully Paid,Zin-Co Construction,17314.26,,2016-09-07,Construction/Landscaping
61472,61488,16-A00147,2016-03-28,Dismissed,Farmers Table and Coffee House,,,2016-04-27,Restaurant
60647,60626,16-A00148,2016-03-28,Fully Paid,Evita's Bakery,1120,,2016-08-05,"Food, Beverage & Tobacco"
60561,60534,16-A00149,2016-03-28,Fully Paid,"Art Crystal, LTD",75,,,Consumer Products
60440,60101,16-A00150,2016-03-28,Fully Paid,Great Lakes Service II,3236.25,,2017-03-24,Service
60153,60160,16-A00151,2016-03-28,Dismissed,Maximum Towing,,,2017-03-15,Transportation
61115,61111,16-A00152,2016-03-28,Fully Paid,"C-Block, Inc. dba Rockford Detective & Security Agency",614.03,,2017-03-07,Security Company
62864,62864,16-A00153,2016-03-28,Fully Paid,Affordable Inn,1151.35,,2017-03-07,Lodging/Hospitality
62092,62592,16-A00155,2016-03-28,Fully Paid,Main Street,74.52,,2017-01-05,Restaurant
60401,60422,16-A00158,2016-03-29,Dismissed,Fresh Starts Restaurant and Bakery,,,2017-01-25,Restaurant
60089,60010,16-A00159,2016-03-29,Fully Paid,"L.B. Anderson and Co., Inc.",121.13,,2016-11-02,Real Estate
60085,60051,16-A00160,2016-03-29,Dismissed,Dendro Co.,,,2016-08-09,Manufacturing
60639,60047,16-A00161,2016-03-29,Fully Paid,"McGinty Bros, Inc",4599.67,,2017-01-09,Construction/Landscaping
60448,60022,16-A00162,2016-03-29,Dismissed,"Rock Gate Capital, LLC (dba: 160 Driving Academy)",,,2016-04-25,Transportation
60558,60048,16-A00163,2016-03-29,Dismissed,"PNC Bank, N.A.",,,2017-03-03,Banking
60714,60070,16-A00164,2016-03-29,Dismissed,Medical Diagnostic Services,,,2017-01-18,Health Care
60618,60610,16-A00165,2016-03-31,Dismissed,Malik Brothers Inc. / dba: Mr. J's Dawgs,,,2016-04-06,Fast Food
60188,60515,16-A00166,2016-03-31,Dismissed,JP Morgan Chase,,,2017-04-05,Financial Services
60660,60626,16-A00167,2016-03-31,Dismissed,Angelo's Pizza,0,,2016-09-21,Restaurant
60513,60513,16-A00169,2016-03-31,Dismissed,"USCC Services, LLC / dba: US Cellular",,,2016-05-03,Telecommunications
60074,60047,16-A00171,2016-03-31,Dismissed,Winkelmann Landscape Maintenance Ltd.,,,2016-05-25,Construction/Landscaping
60641,60607,16-A00174,2016-03-31,Dismissed,"Kohan Kaku, Corp. / dba: Kohan Japanese Restaurant",,,2017-02-09,Restaurant
60648,60610,16-A00175,2016-03-31,Fully Paid,"Malik Brothers, Inc.",810,,2016-12-05,Fast Food
60544,60403,16-A00177,2016-04-07,Closed,ADVANCE FAMILY DENTAL & ORTHODONTICS,,,2016-05-09,
,60654,16-A00178,2016-04-07,Closed,WEBER GRILL RESTAURANT,,,2016-05-09,
60013,60015,16-A00179,2016-04-07,Dismissed,WALGREENS,,,2016-09-21,
61301,61354,16-A00180,2016-04-07,Closed,LIBERTY VILLAGE OF PERU-HAWTHORNE INN ASSISTED LIVING,,,2016-05-09,
60622,60654,16-A00181,2016-04-07,Closed,WEBER GRILL,,,2016-05-09,
60641,60604,16-A00182,2016-04-07,Closed,POAG MAHONE'S ,,,2016-05-09,
60407,60631,16-A00183,2016-04-07,Closed,S & G TRUCKING ,,,2016-05-09,
60617,60677,16-A00184,2016-04-09,Dismissed,American Parking Services,,,2016-04-14,
60544,60173,16-A00185,2016-04-09,Dismissed,"OTTO AGENCIES, LLC",,,2017-01-25,Insurance
60073,37311,16-A00187,2016-04-09,Dismissed,"CHECK INTO CASH OF ILLINOIS, L.L.C.",,,2016-04-25,Financial Services
61870,61832,16-A00188,2016-04-09,Dismissed,"SID'S TOWING & RECOVERY, INC. ",,,2017-04-03,Automotive
62703,62704,16-A00189,2016-04-09,Dismissed,"SMOKEY BONES, LLC",,,2016-12-27,Restaurant
61820,61821,16-A00190,2016-04-09,Fully Paid,CHAMPAIGN APPLIANCE CENTER ,2725.94,,2017-01-05,Retail & Wholesale
60469,60452,16-A00195,2016-04-09,Dismissed,"DEDICATED LEASING, INC.",,,2016-04-25,
60540,60563,16-A00196,2016-04-09,Dismissed,"TEKLINK INTERNATIONAL, INC.",,,2017-04-05,Service
60139,60559,16-A00198,2016-04-09,Dismissed,RID STONE,,,2016-06-17,Service
60110,60130,16-A00199,2016-04-09,Dismissed,"BODY BUILDERS DISCOUNT OUTLET, INC.",,,2016-05-27,Consulting
60402,60804,16-A00202,2016-04-13,Dismissed,LAKESHORE EXHIBIT SERVICE,,,2016-11-30,Service
60628,60644,16-A00203,2016-04-13,Dismissed,"WINDOWS OF OPPORTUNITY REHABILITATION SERVICES, INC.",,,2017-04-04,Health Care
60628,60428,16-A00204,2016-04-13,Dismissed,FALCON EXPRESS,,,2016-04-25,Transportation
60153,60160,16-A00205,2016-04-13,Dismissed,MAXIMUM TOWING,,,2016-04-14,Automotive
60608,606016,16-A00206,2015-09-08,Dismissed,BUSY BEES CHILD DEVELOPMENT CENTER,,,2016-04-19,
60620,30076,16-A00208,2016-04-13,Dismissed,US Security Associates,,,2016-04-14,
60073,37311,16-A00209,2016-04-13,Closed,Check Into Cash,,,2016-05-09,
60543,60538,16-A00210,2016-04-13,Closed,Pet Supplies,,,2016-05-09,
61428,61401,16-A00211,2016-04-13,Closed,Galesburg Cottage Hospital,,,2016-05-09,
61201,,16-A00212,2016-04-20,Dismissed,,,,2016-04-20,
60625,60176,16-A00213,2016-03-01,Dismissed,"Precise Rotary Die, Inc.",,,2017-03-22,Service
61554,61554,16-A00214,2016-04-13,Closed,MILLWORKS,,,2016-05-09,
,60143,16-A00215,2016-04-18,Closed,LABCORP,,,2016-05-09,
62612,61401-5323,16-A00216,2016-04-18,Closed,ACHIEVEMENT UNLIMITED INC,,,2016-05-09,
62258,62258,16-A00217,2015-09-25,Dismissed,McKendree University,,,2016-06-24,Education
60804,60302,16-A00218,2015-09-25,Fully Paid,Oak Park Montessori School,,,2017-03-23,Education
60419,60628,16-A00219,2016-04-21,Dismissed,CITY COLLEGES OF CHICAGO/OLIVE-HARVEY COLLEGE,,,2016-04-27,
60501,60527,16-A00220,2016-04-25,Closed,B&B TRUCK PLATES & PERMIT CO,,,2016-05-09,
,60473,16-A00221,2016-04-25,Closed,CSI NEWS AGENCY ,,,2016-05-09,
60544,60440,16-A00222,2016-04-26,Closed,PRECISION ENDODONTICS,,,2016-05-09,
60435,60435,16-A00225,2016-03-25,Dismissed,KAREN'S PET GROOMING,,,2017-03-10,Service
60410,60712,16-A00226,2016-03-13,Dismissed,"L.A. TAN ENTERPRISES, INC.",,,2017-02-22,Entertainment & Leisure
60448,60659,16-A00227,2016-07-15,Dismissed,"INTEGRUS REALTY GROUP, LLC ",,,2016-07-15,Real Estate
60640,60614,16-A00228,2016-03-22,Dismissed,RICE CAFE,0,,2016-09-26,Restaurant
60626,60077,16-A00229,2016-03-21,Dismissed,"FIELDWORK CHICAGO, INC.",,,2017-04-04,
62226,62285,16-A00231,2016-03-22,Dismissed,"ADVANCE MED CAR, LLC",,,2016-11-10,Transportation
62901,62901,16-A00232,2016-03-14,Dismissed,MANOR COURT OF CARBONDALE,,,2016-06-21,Health Care
33707,60134,16-A00233,2016-03-16,Fully Paid,RELUX VINTAGE,636.94,,2017-01-20,Retail & Wholesale
60624,60624,16-A00235,2016-03-10,Dismissed,CONGRESS CITGO,,,2017-01-23,Service
95006,60173,16-A00236,2016-03-16,Dismissed,Lo Voltage,,,2016-05-02,
60641,60604,16-A00237,2016-03-04,Dismissed,CIVIC STAFFING,,,2016-05-02,Day and Temporary Labor/Staffing
60067,60048,16-A00238,2016-03-28,Dismissed,"PNC BANK, N. A. ",,,2016-05-03,Banking
60623,60644,16-A00239,2016-03-21,Dismissed,HOME OF LIFE COMMUNITY DEVELOPMENT,,,2016-05-02,
60649,60462,16-A00240,2016-04-28,Closed,Caring Hands Devotional Home Health Care,,,2016-05-09,
60025,60640,16-A00241,2016-04-29,Closed,COMMUNITY FIRST MEDICAL CENTER,,,2016-05-09,
60609,74146-3650,16-A00242,2016-04-29,Closed,"OZARK PIZZA CO., LLC",,,2016-05-09,
60440,60148,16-A00243,2016-05-03,Closed,CHICAGOLAND LOCKSMITH,,,2016-05-09,
60612,60461,16-A00244,2016-03-24,Dismissed,MARSOL ENTERPRISES INC.,,,2017-04-04,
60404,60404,16-A00246,2016-05-05,Closed,National University of Health Science,,,2016-05-09,
61701,61701,16-A00247,2016-05-09,Closed,Family Video#0145,,,2016-05-09,
60607,60612,16-A00248,2016-03-31,Dismissed,"SOLID FOUNDATION LEARNING CENTER, INC.",,,2016-12-08,Education
62896,62896,16-A00249,2016-03-23,Dismissed,OPIE'S (FORMERLY MIRANDA'S),,,2016-06-28,Restaurant
60031,60005,16-A00252,2016-03-24,Dismissed,NORTHWEST CENTER AGAINST SEXUAL ASSAULT,,,2017-03-15,Health Care
60660,60660,16-A00253,2016-03-23,Fully Paid,BANNA CORP. dba THE THAI GRILL AND NOODLE BAR,2444.4,,2016-08-03,Restaurant
60107,60707,16-A00254,2016-05-09,Closed,Right at Home Oak Park Chicago,,,2016-05-12,
,60143,16-A00255,2016-05-24,Closed,ABS GRAPHICS,,,2016-05-24,
60618,60016,16-A00256,2016-05-23,Closed,Data Clean Corp,,,2016-06-01,
61084,61084,16-A00260,2016-03-14,Dismissed,Stillman Fire Protection District,,,2016-06-13,Service
60435,60563,16-A00261,2016-05-23,Dismissed,Nicor Gas,,,2017-02-14,Service
60103,61604,16-A00262,2016-06-06,Dismissed,"Norwood Pub-N-Grub, Inc.",,,2017-02-16,Restaurant
60062,60005,16-A00263,2016-05-23,Dismissed,All About Automotive Inc.,,,2016-06-07,
60081,60050,16-A00264,2016-05-23,Dismissed,Rex Auto Body Inc,,,2016-08-09,
60010,60010,16-A00266,2016-05-23,Fully Paid,Corporation for International Business,1337.7,,2017-02-09,Consulting
60453,60608,16-A00267,2016-05-23,Dismissed,Panama Banana Distributing Co.,0,,2016-10-12,"Food, Beverage & Tobacco"
61874,61821,16-A00268,2016-05-23,Fully Paid,Testory Bolt Incorporated,155.93,,2017-03-16,Entertainment & Leisure
60031,60093,16-A00269,2016-05-23,Fully Paid,Dunkin Donuts/ Baskin,,,2016-06-28,
60169,60169,16-A00270,2016-05-23,Dismissed,Quality Inn/ Hoffman Estates,,,2017-01-30,Service
60073,60046,16-A00271,2016-06-03,Dismissed,Blackthorn Grille LLC,,,2016-08-31,
60047,60084,16-A00272,2016-05-23,Fully Paid,LaCosta Facility Support Services Inc.,321.75,,2017-02-24,Day and Temporary Labor/Staffing
600080,60060,16-A00273,2016-05-23,Dismissed,JGL Painting and Remodeling ,,,2017-02-07,Construction/Landscaping
60411,60940,16-A00277,2016-05-23,Dismissed,Desiderio Landscaping LLC,,,2016-10-17,
60107,601069,16-A00278,2016-05-23,Fully Paid,Ricky Rockets Fuel Center,334,,2017-01-26,
60651,60657,16-A00281,2016-05-23,Fully Paid,"Chicago's PreSchool Academy of Learing, Inc. dba Wee Care Preschool",4170.07,,2016-10-28,Education
60402,60638,16-A00282,2016-05-23,Dismissed,Three Son's R,,,2016-10-17,
61282,61265,16-A00284,2016-06-02,Fully Paid,"Gulliver's Travel Co., Moline",7.75,,2017-03-23,Entertainment & Leisure
60446,60612,16-A00286,2015-11-24,Dismissed,John H Stroger Hospital of Cook County ,,,2016-06-14,
60615,60540,16-A00287,2016-03-02,Dismissed,Mondelez International,,,2016-06-14,
60411,60653,16-A00288,2016-03-04,Dismissed,Hub's Upscales 52,,,2016-06-14,
60545,66210,16-A00289,2016-03-08,Dismissed,B & K Tile,,,2016-06-14,
60172,60188,16-A00290,2016-06-02,Closed,American Litho Inc.,,,2016-06-13,
60618,60602,16-A00291,2016-06-13,Closed,The Women Institute,,,2016-06-13,
60632,60602,16-A00292,2016-06-13,Closed,The Women Institute,,,2016-06-13,
,60563,16-A00293,2016-06-13,Closed,Topgolf,,,2016-06-13,
62521,62521,16-A00294,2016-06-10,Closed,The Draft Sports Bar and Grill,,,2016-06-13,
60062,60045,16-A00295,2016-06-10,Closed,Residence Inn Marriott ,,,2016-06-13,
,60007,16-A00296,2016-06-13,Dismissed,Porreca Freight,,,2016-06-21,Transportation
60160,60126,16-A00297,2016-03-18,Dismissed,Dolphin Laundry Services,,,2016-06-14,
60428,60612,16-A00298,2016-03-28,Dismissed,Office of the Chief Judge/Juvenile Probation,,,2016-06-14,
60637,60601,16-A00299,2016-04-13,Dismissed,Avant Inc,,,2016-06-14,
60517,08540,16-A00300,2016-03-28,Dismissed,"Ezen Computer Services, Inc.",,,2016-06-14,
60438,30071,16-A00301,2016-03-29,Dismissed,EshaI Corp,,,2016-06-14,
60173,60171,16-A00302,2016-03-31,Dismissed,"NovaLines, Cas Transport, Infinity Inc. TriState Career etc. ",,,2016-06-14,
60188,60564,16-A00303,2016-04-06,Dismissed,Across Country Construction,,,2016-06-14,
62232,62226,16-A00304,2016-06-14,Dismissed,"Support Systems & Services, Inc.",,,,
60634,60153,16-A00305,2016-04-11,Dismissed,Cynthia Cameron,,,2016-06-14,
60647,60611,16-A00306,2016-04-14,Dismissed,Soritel Chicago Water Tower,,,2016-06-14,
60630,60625,16-A00307,2016-04-15,Dismissed,"Joe Bradtke Antique Movers, Inc.",,,2016-06-14,
60443,60629,16-A00308,2016-04-15,Dismissed,J & R Contractors,,,2016-06-14,
62561,62561,16-A00309,2016-04-18,Dismissed,Green Hyundai,,,2016-06-14,
60010,60010,16-A00310,2016-04-20,Dismissed,Corporation For International Business,,,2016-06-14,
